,time.ms,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,pm.vbat,drone_id,node_name,wind_speed,global_wind_direction,relative_wind_direction,travel_dist,waiting_time
0,0,0.6467776894569397,0.3672825396060943,0.0,0.573082685470581,-0.5859358310699463,-1.575031042098999,4.0234375,0,F2,0,None,450,0.0,[6200|0|0|0]
1,100,0.6466248035430908,0.3675210475921631,0.0,0.5677374601364136,-0.5773106813430786,-1.5815694332122805,4.02734375,0,F2,0,None,450,0.0002833022450881,[6300|0|0|0]
2,200,0.646725058555603,0.3669667840003967,0.0,0.5891614556312561,-0.5742114186286926,-1.5702691078186035,4.02734375,0,F2,0,None,450,0.0008465599096535,[6400|0|0|0]
3,300,0.646677553653717,0.3671882152557373,0.0,0.5886825323104858,-0.576442301273346,-1.5735235214233398,4.0234375,0,F2,0,None,450,0.0010730295909464,[6500|0|0|0]
4,400,0.6465601325035095,0.3670434653759002,0.0,0.6047711968421936,-0.5622014403343201,-1.5732858180999756,4.02734375,0,F2,0,None,450,0.0012594169677425,[6600|0|0|0]
5,500,0.6464987397193909,0.3673366606235504,0.0,0.5913311243057251,-0.5640593767166138,-1.5945833921432495,4.02734375,0,F2,0,None,450,0.0015589708480153,[6700|0|0|0]
6,600,0.6465275287628174,0.3671614825725555,0.0,0.5898030996322632,-0.5748684406280518,-1.6013469696044922,4.0234375,0,F2,0,None,450,0.001736498757291,[6800|0|0|0]
7,700,0.6482925415039062,0.3695866763591766,0.0,0.5129375457763672,-0.647723913192749,-1.5979506969451904,2.85546875,0,A1,0,None,450,0.0047359711907151,[6800|0|0|0]
8,800,0.6468862295150757,0.3664315640926361,0.0,1.4606727361679075,-1.2364609241485596,-1.6290208101272583,3.109375,0,A1,0,None,450,0.0081903085836753,[6800|0|0|0]
9,900,0.6492924690246582,0.3618524074554443,0.0,6.486595153808594,-3.0285940170288086,0.4166441559791565,3.447265625,0,A1,0,None,450,0.0133631863210101,[6800|0|0|0]
10,1000,0.6577966213226318,0.3481624722480774,0.0452666021883487,0.9958120584487916,-1.89504075050354,1.4238994121551514,3.494140625,0,A1,0,None,450,0.0614131624496956,[6800|0|0|0]
11,1100,0.668581485748291,0.3333847224712372,0.1175660640001297,-2.642666816711426,2.187337636947632,0.8138911724090576,3.552734375,0,A1,0,None,450,0.135991358776906,[6800|0|0|0]
