time.ms,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,pm.vbat,drone_id,node_name,wind_speed,global_wind_direction,relative_wind_direction,travel_dist,waiting_time
0,1.6787620782852173,1.154160976409912,-0.030039994046092033,0.008189424872398376,0.17949244379997253,3.466325283050537,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06189405846498392,[100|0|0]
100,1.6786350011825562,1.1537084579467773,-0.029687106609344482,-0.031789906322956085,0.3901573717594147,3.6373658180236816,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06248180934121709,[200|0|0]
200,1.6786195039749146,1.1539489030838013,-0.029813438653945923,-0.159637913107872,0.6363834738731384,3.659257411956787,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.062753864138742,[300|0|0]
300,1.6786863803863525,1.1537679433822632,-0.029910994693636894,-0.18928202986717224,0.7822036147117615,3.6602141857147217,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06297004935763488,[400|0|0]
400,1.678375482559204,1.1538196802139282,-0.029892804101109505,-0.25119805335998535,0.8933440446853638,3.6237404346466064,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06328574708701039,[500|0|0]
500,1.6787000894546509,1.1537461280822754,-0.030095085501670837,-0.2748217284679413,0.9218243956565857,3.6105260848999023,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.0636752304854439,[600|0|0]
600,1.6783827543258667,1.1538896560668945,-0.030368747189641,-0.32588669657707214,0.9584592580795288,3.6103882789611816,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06411816680794634,[700|0|0]
700,1.678399682044983,1.1539013385772705,-0.02976548671722412,-0.3303103744983673,0.9686259031295776,3.591099500656128,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06472177779716357,[800|0|0]
800,1.678470253944397,1.1540385484695435,-0.030150214210152626,-0.331520676612854,0.9870973825454712,3.54408597946167,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.06513629220142415,[900|0|0]
900,1.6783206462860107,1.1537381410598755,-0.029822755604982376,-0.3271361291408539,1.0057220458984375,3.4902639389038086,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.06560518046245366,[1000|0|0]
1000,1.6785367727279663,1.1539756059646606,-0.03019203245639801,-0.33790361881256104,1.0073667764663696,3.4655256271362305,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06609453270052808,[1100|0|0]
1100,1.6784484386444092,1.153800368309021,-0.0299882423132658,-0.3407455384731293,1.0102674961090088,3.4253993034362793,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06637744888725093,[1200|0|0]
1200,1.6786227226257324,1.154022455215454,-0.029893839731812477,-0.36000320315361023,1.0028644800186157,3.416738510131836,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06667512210999688,[1300|0|0]
1300,1.6783746480941772,1.1540178060531616,-0.03023633360862732,-0.3520195782184601,1.0150738954544067,3.4143922328948975,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06709804603172749,[1400|0|0]
1400,1.6784391403198242,1.1540331840515137,-0.030046720057725906,-0.35226890444755554,1.0205937623977661,3.418074607849121,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.06729891670825261,[1500|0|0]
1500,1.6786667108535767,1.153950572013855,-0.029873613268136978,-0.3600459694862366,1.0074275732040405,3.40346097946167,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.06759653904814039,[1600|0|0]
1600,1.6786266565322876,1.1536062955856323,-0.029856916517019272,-0.35014641284942627,1.0063763856887817,3.4040491580963135,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06794353960892029,[1700|0|0]
1700,1.6783795356750488,1.1536368131637573,-0.030056839808821678,-0.351073682308197,1.0113716125488281,3.419231414794922,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.06826286603009797,[1800|0|0]
1800,1.678550124168396,1.1538301706314087,-0.030207809060811996,-0.3567158281803131,1.0062655210494995,3.4379923343658447,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06856166238115588,[1900|0|0]
1900,1.6782580614089966,1.1539173126220703,-0.030246803537011147,-0.37213629484176636,1.0203567743301392,3.455434799194336,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06886893254101283,[2000|0|0]
2000,1.678260326385498,1.1540158987045288,-0.030450865626335144,-0.38874414563179016,1.013900876045227,3.436185359954834,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06909557252440574,[2100|0|0]
2100,1.6783419847488403,1.1542850732803345,-0.030071336776018143,-0.3981371521949768,1.0010040998458862,3.4395480155944824,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06956797615350573,[2200|0|0]
2200,1.6784511804580688,1.1540074348449707,-0.02994696982204914,-0.38635140657424927,0.9972012639045715,3.450669765472412,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.06989120044551468,[2300|0|0]
2300,1.6782748699188232,1.153914451599121,-0.029870087280869484,-0.3754367530345917,1.0011645555496216,3.4423794746398926,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.07010484083354103,[2400|0|0]
2400,1.678332805633545,1.1537734270095825,-0.030125703662633896,-0.3671035170555115,0.9936169981956482,3.421529769897461,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.07040247184086582,[2500|0|0]
2500,1.6783849000930786,1.1539626121520996,-0.03029126673936844,-0.3727720081806183,0.9953611493110657,3.390216588973999,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.07065921292297214,[2600|0|0]
2600,1.6782732009887695,1.153854489326477,-0.029711414128541946,-0.3643587827682495,1.0009087324142456,3.3837716579437256,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.07125954307014648,[2700|0|0]
2700,1.6783167123794556,1.1539236307144165,-0.030144626274704933,-0.3695187270641327,0.9907485246658325,3.3179383277893066,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.07170039059053053,[2800|0|0]
2800,1.6783887147903442,1.1539181470870972,-0.030392790213227272,-0.3706625699996948,0.984668493270874,3.2829198837280273,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.07195884708150198,[2900|0|0]
2900,1.678385615348816,1.1535693407058716,-0.029979178681969643,-0.35691890120506287,0.9897910356521606,3.3298559188842773,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.07249991084568394,[3000|0|0]
3000,1.67839515209198,1.1540943384170532,-0.030185125768184662,-0.38029745221138,0.9949331283569336,3.351949691772461,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.07306393899084745,[3100|0|0]
3100,1.6782089471817017,1.1540777683258057,-0.029973609372973442,-0.3776332437992096,1.0023691654205322,3.3711798191070557,4.0546875,0,"['A1', 'B2', 'F2']",0,None,0,0.07334622611768617,[3200|0|0]
3200,1.6784487962722778,1.1540322303771973,-0.029877718538045883,-0.37187114357948303,0.9935442209243774,3.3986735343933105,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.07360851668792609,[3300|0|0]
3300,1.6784608364105225,1.153980016708374,-0.029878631234169006,-0.3602096140384674,0.9943141341209412,3.4163689613342285,4.05859375,0,"['A1', 'B2', 'F2']",0,None,0,0.07366210833984266,[3400|0|0]
