,time.ms,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,pm.vbat,drone_id,node_name,wind_speed,global_wind_direction,relative_wind_direction,travel_dist,waiting_time
0,0,0.0266416575759649,0.5301876068115234,0.0,0.155917227268219,-0.2521636188030243,0.6249549388885498,4.1171875,2,J1,6.1,180,450.0,0.0,[6200|0|0|0]
1,100,0.0266977101564407,0.5300499796867371,0.0,0.1562043875455856,-0.2555771768093109,0.6277846097946167,4.11328125,2,J1,6.1,180,450.0,0.0001486038938082,[6300|0|0|0]
2,200,0.0267402231693267,0.5300676226615906,0.0,0.1560472846031189,-0.2662702798843384,0.6001649498939514,4.1171875,2,J1,6.1,180,450.0,0.0001946324808637,[6400|0|0|0]
3,300,0.0268230903893709,0.5301621556282043,0.0,0.1526732146739959,-0.2613790929317474,0.6069276332855225,3.416015625,2,A/E1,6.1,180,450.0,0.0003203442859364,[6400|0|0|0]
4,400,0.0268470775336027,0.5303148031234741,0.0,-0.0710490122437477,-0.1792573779821396,0.5384690165519714,3.41015625,2,A/E1,6.1,180,450.0,0.0004748649670783,[6400|0|0|0]
5,500,0.0257713217288255,0.5347337126731873,0.0,-4.483875751495361,3.889857053756714,1.828654170036316,3.7265625,2,A/E1,6.1,180,450.0,0.0050228328825387,[6400|0|0|0]
6,600,0.0188411753624677,0.5514443516731262,0.0399265103042125,-2.13390588760376,2.836623191833496,2.8015506267547607,3.720703125,2,A/E1,6.1,180,450.0,0.0488565939522645,[6400|0|0|0]
7,700,0.00995774846524,0.5721062421798706,0.1035109087824821,3.354172706604004,-2.3281397819519043,2.741772174835205,3.736328125,2,A/E1,6.1,180,450.0,0.1163014212008717,[6400|0|0|0]
8,800,0.0054014371708035,0.5895031690597534,0.1774809956550598,4.590206623077393,-3.499340057373047,2.1077847480773926,3.7421875,2,A/E1,6.1,180,450.0,0.1924262318043306,[6400|0|0|0]
9,900,0.0083609148859977,0.5999151468276978,0.2579946517944336,4.676076412200928,-3.2902159690856934,1.300715446472168,3.748046875,2,A/E1,6.1,180,450.0,0.2736642562406512,[6400|0|0|0]
10,1000,0.0161314308643341,0.6029343605041504,0.3425948619842529,4.416182994842529,-2.038270711898804,0.7972896695137024,3.75390625,2,A/E1,6.1,180,450.0,0.3586742093870638,[6400|0|0|0]
11,1100,0.0262557212263345,0.6009761691093445,0.4297261238098144,2.1858222484588623,-0.3463873565196991,0.4456672966480255,3.748046875,2,A/E1,6.1,180,450.0,0.4464135537896027,[6400|0|0|0]
12,1200,0.0330825373530387,0.598800003528595,0.5089894533157349,1.9831494092941284,1.0391052961349487,0.0508758835494518,3.7421875,2,A/E1,6.1,180,450.0,0.5260000885767562,[6400|0|0|0]
13,1300,0.0404234565794467,0.5939468741416931,0.5996659994125366,1.4832271337509155,0.9151719808578492,0.5338408946990967,3.7421875,2,A/E1,6.1,180,450.0,0.617102656992691,[6400|0|0|0]
14,1400,0.0451927781105041,0.5873831510543823,0.692952036857605,0.7972880005836487,1.4213886260986328,1.6719785928726196,3.748046875,2,A/E1,6.1,180,450.0,0.7107408632486643,[6400|0|0|0]
15,1500,0.0453664511442184,0.5810014605522156,0.7852005958557129,0.4938319325447082,0.9240158796310424,2.390939474105835,3.7421875,2,A/E1,6.1,180,450.0,0.8032100623001077,[6400|0|0|0]
16,1600,0.041747111827135,0.5750712752342224,0.8860248923301697,-0.7046927809715271,0.3274368941783905,2.333087205886841,3.748046875,2,A/E1,6.1,180,450.0,0.9042734358563428,[6400|0|0|0]
17,1700,0.0395924039185047,0.567986249923706,0.9816311001777648,-1.1058661937713623,0.0300477240234613,1.7126288414001465,3.7421875,2,A/E1,6.1,180,450.0,1.0001660180972007,[6400|0|0|0]
18,1800,0.0384689420461654,0.5626499056816101,1.0763689279556274,-0.99374121427536,-0.6339789628982544,0.7444067597389221,3.732421875,2,A/E1,6.1,180,450.0,1.0950606688869935,[6400|0|0|0]
19,1900,0.0453771464526653,0.5539506077766418,1.1789531707763672,-1.008611083030701,-1.300244927406311,0.4777433276176452,3.736328125,2,A/E1,6.1,180,450.0,1.1982446208721054,[6400|0|0|0]
20,2000,0.0475788190960884,0.5550724267959595,1.2674434185028076,-0.7550126314163208,-0.3886579275131225,0.3190565407276153,3.779296875,2,A/E1,6.1,180,450.0,1.2867693619506744,[6400|0|0|0]
21,2100,0.0527518391609191,0.5567283630371094,1.3625867366790771,-0.3382356166839599,0.0777793452143669,-0.0737018957734108,3.806640625,2,A/E1,6.1,180,450.0,1.3820675951715309,[6400|0|0|0]
22,2200,0.058031965047121,0.558742105960846,1.4472750425338743,0.7683343887329102,0.863005518913269,0.1504595279693603,3.81640625,2,A/E1,6.1,180,450.0,1.46694423529408,[6400|0|0|0]
23,2300,0.06196741014719,0.5609596967697144,1.5167213678359983,1.2799891233444214,1.4165756702423096,0.5832406878471375,3.810546875,2,A/E1,6.1,180,450.0,1.5365373206912634,[6400|0|0|0]
24,2400,0.0636578127741813,0.562807559967041,1.5688010454177856,1.0126292705535889,1.626337647438049,0.6655601859092712,3.80078125,2,A/E1,6.1,180,450.0,1.5886771794987082,[6400|0|0|0]
25,2500,0.0636403560638427,0.5636953711509705,1.6046284437179563,0.7922986745834351,1.2931101322174072,0.4000210165977478,3.78515625,2,A/E1,6.1,180,450.0,1.624515580445097,[6400|0|0|0]
