time.ms,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,pm.vbat,drone_id,node_name,wind_speed,global_wind_direction,relative_wind_direction,travel_dist,waiting_time,curr_node_role
0,1.7135359048843384,1.187608003616333,0.0,4.191597938537598,7.1335859298706055,-2.776031017303467,4.13671875,2,A1,6.1,0,270.0,0.0,[6200|0|0],start
100,1.7133878469467163,1.187138915061951,0.0,3.737715482711792,6.209683895111084,-2.9098503589630127,4.13671875,2,A1,6.1,0,270.0,0.0004918996084011,[6300|0|0],start
200,1.713509202003479,1.1876689195632937,0.0,3.2443337440490723,5.462828636169434,-2.991888523101806,4.13671875,2,A1,6.1,0,270.0,0.0010356199604622,[6400|0|0],start
300,1.71355938911438,1.1874996423721311,0.0,2.832214593887329,4.6806254386901855,-2.9630227088928223,4.13671875,2,A1,6.1,0,270.0,0.0012121801868681,[6500|0|0],start
400,1.713814377784729,1.1877450942993164,0.0,2.4776973724365234,4.064227104187012,-2.8851537704467773,4.13671875,2,A1,6.1,0,270.0,0.0015661093754994,[6600|0|0],start
500,1.7136352062225342,1.1874628067016602,0.0,2.199775218963623,3.5174241065979004,-2.7546095848083496,4.13671875,2,A1,6.1,0,270.0,0.001900457601889,[6700|0|0],start
600,1.714063048362732,1.1878081560134888,0.0,1.92553973197937,3.0511229038238525,-2.6070284843444824,4.13671875,2,A1,6.1,0,270.0,0.002450289434461,[6800|0|0],start
700,1.714450478553772,1.1875486373901367,0.0,1.703389048576355,2.662324905395508,-2.497004747390747,4.13671875,2,A1,6.1,0,270.0,0.0029166069966393,[6900|0|0],start
800,1.7142935991287231,1.187981128692627,0.0,1.4979829788208008,2.3526713848114014,-2.380412578582764,4.13671875,2,A1,6.1,0,270.0,0.0033766720797888,[7000|0|0],start
900,1.7146492004394531,1.1879690885543823,0.0,1.3319700956344604,2.0630528926849365,-2.288657665252685,4.13671875,2,A1,6.1,0,270.0,0.0037324771628354,[7100|0|0],start
1000,1.7152208089828491,1.188227653503418,0.0,1.1845015287399292,1.829835295677185,-2.2052369117736816,4.13671875,2,A1,6.1,0,270.0,0.0043598464000101,[7200|0|0],start
1100,1.7152960300445557,1.188741683959961,0.0,1.0562456846237185,1.6368553638458252,-2.11934494972229,4.13671875,2,A1,6.1,0,270.0,0.004879351470609,[7300|0|0],start
1200,1.7152678966522217,1.1885054111480713,0.0,0.9649363160133362,1.481218695640564,-2.047400951385498,4.13671875,2,A1,6.1,0,270.0,0.0051172933320006,[7400|0|0],start
1300,1.7155858278274536,1.1888024806976318,0.0,0.8356961011886597,1.307728290557861,-1.9811707735061648,4.13671875,2,A1,6.1,0,270.0,0.005552414636306,[7500|0|0],start
1400,1.7155293226242063,1.1887054443359375,0.0,0.7819821238517761,1.2052321434020996,-1.9048497676849363,4.13671875,2,A1,6.1,0,270.0,0.0056647039656516,[7600|0|0],start
1500,1.715683937072754,1.1891733407974243,0.0,0.7184000015258789,1.1296359300613403,-1.844222903251648,4.13671875,2,A1,6.1,0,270.0,0.006157484572384,[7700|0|0],start
1600,1.7157052755355835,1.1891231536865234,0.0,0.6874215006828308,1.0710670948028564,-1.787081956863403,3.072265625,2,fly,6.1,0,270.0,0.0062120196628901,[7700|0|0],fly
1700,1.7155669927597046,1.189444899559021,0.0,-0.7729859948158264,0.984983205795288,-1.6619945764541626,3.220703125,2,fly,6.1,0,270.0,0.0065622232216584,[7700|0|0],fly
1800,1.716233730316162,1.1958264112472534,0.0,-5.727028846740723,0.965795874595642,-0.6203243732452393,3.515625,2,fly,6.1,0,270.0,0.0129784705981424,[7700|0|0],fly
1900,1.7175579071044922,1.215424656867981,0.0284799132496118,-0.3657276630401611,2.8002870082855225,0.2251536846160888,3.5625,2,fly,6.1,0,270.0,0.0475754377236367,[7700|0|0],fly
2000,1.717862248420715,1.236607789993286,0.0977756828069686,3.257797241210937,2.29924750328064,0.7572983503341675,3.611328125,2,fly,6.1,0,270.0,0.1200372996317291,[7700|0|0],fly
2100,1.7167456150054932,1.2539507150650024,0.1760142296552658,5.312071323394775,1.628059148788452,0.5316717028617859,3.611328125,2,fly,6.1,0,270.0,0.2001827557297535,[7700|0|0],fly
2200,1.713988184928894,1.2622644901275637,0.2571889758110046,5.71608829498291,1.2987191677093506,0.2336045503616333,3.57421875,2,fly,6.1,0,270.0,0.2818287090273104,[7700|0|0],fly
2300,1.7101876735687256,1.261562466621399,0.3408548533916473,4.622164726257324,0.9085404872894288,-0.0010361248860135,3.541015625,2,fly,6.1,0,270.0,0.3655838031705388,[7700|0|0],fly
2400,1.70648193359375,1.2539937496185305,0.4270041286945343,2.7679269313812256,0.4141691625118255,-0.491975724697113,3.541015625,2,fly,6.1,0,270.0,0.4521442769506901,[7700|0|0],fly
2500,1.702691912651062,1.2440003156661987,0.5148626565933228,1.3451991081237793,0.6686114072799683,-0.6126028299331665,3.546875,2,fly,6.1,0,270.0,0.5406505134848905,[7700|0|0],fly
2600,1.6993844509124756,1.2332561016082764,0.6054893732070923,0.0632877051830291,0.3297694623470306,-0.8293226957321167,3.552734375,2,fly,6.1,0,270.0,0.6319718100321207,[7700|0|0],fly
2700,1.695862889289856,1.2241865396499634,0.6987394094467163,-0.4957983493804931,0.7950267791748047,-0.7648186087608337,3.546875,2,fly,6.1,0,270.0,0.7257280237412331,[7700|0|0],fly
2800,1.6936651468276978,1.212272047996521,0.7972689270973206,-1.0049580335617063,0.2749911546707153,-0.5536256432533264,3.583984375,2,fly,6.1,0,270.0,0.8249996260842529,[7700|0|0],fly
2900,1.690261960029602,1.2090612649917605,0.8935030102729797,-1.3762723207473757,0.2056535482406616,-0.676796019077301,3.53125,2,fly,6.1,0,270.0,0.9213473794184438,[7700|0|0],fly
3000,1.6858489513397217,1.2088249921798706,0.991118848323822,-0.1083363592624664,0.4470252692699432,-1.3377351760864258,3.53125,2,fly,6.1,0,270.0,1.0190632036686995,[7700|0|0],fly
3100,1.681768536567688,1.2096930742263794,1.089705467224121,0.934244990348816,0.3898439705371856,-1.266278624534607,3.541015625,2,fly,6.1,0,270.0,1.117738047359197,[7700|0|0],fly
3200,1.6764826774597168,1.2096532583236694,1.1902426481246948,0.949880838394165,-0.2014257162809372,-3.831568479537964,3.541015625,2,fly,6.1,0,270.0,1.2184140953311455,[7700|0|0],fly
3300,1.672382116317749,1.2070510387420654,1.2925071716308594,1.3419554233551023,0.065557986497879,0.1596706062555313,3.53125,2,fly,6.1,0,270.0,1.320793873199496,[7700|0|0],fly
3400,1.6683965921401978,1.2033826112747192,1.3952418565750122,1.0124919414520264,-0.3976463973522186,0.4585709869861603,3.62109375,2,fly,6.1,0,270.0,1.4236712626182957,[7700|0|0],fly
3500,1.6643136739730835,1.2003045082092283,1.4949067831039429,0.9390319585800172,-0.1013467758893966,-3.230733156204224,3.6796875,2,fly,6.1,0,270.0,1.523467267143819,[7700|0|0],fly
3600,1.6618767976760864,1.1911110877990725,1.582108974456787,0.7260738015174866,-0.3778713345527649,1.329262137413025,3.6484375,2,fly,6.1,0,270.0,1.6111865895401003,[7700|0|0],fly
3700,1.6588112115859983,1.1860013008117676,1.651332974433899,-0.4196248054504394,-0.361715704202652,-1.4258414506912231,3.630859375,2,fly,6.1,0,270.0,1.6806665860424217,[7700|0|0],fly
3800,1.6542589664459229,1.1815242767333984,1.7015987634658811,-1.0033479928970337,-0.5338053703308105,7.066257953643799,3.583984375,2,fly,6.1,0,270.0,1.7313362636358445,[7700|0|0],fly
3900,1.6537872552871704,1.1760969161987305,1.7384663820266724,-1.2029643058776855,-0.6671183705329895,5.866791248321533,3.59375,2,fly,6.1,0,270.0,1.7686042130311967,[7700|0|0],fly
4000,1.650010585784912,1.174594759941101,1.761391043663025,-1.1218093633651731,-0.6561570167541504,-0.5957502126693726,3.5625,2,fly,6.1,0,270.0,1.7918863911314706,[7700|0|0],fly
4100,1.6491621732711792,1.1733500957489014,1.774959921836853,-0.855992317199707,-1.006811499595642,-9.43915557861328,3.546875,2,fly,6.1,0,270.0,1.805538623463254,[7700|0|0],fly
4200,1.649527072906494,1.1742146015167236,1.779970407485962,-0.4245880246162414,-0.8377751708030701,-14.369206428527832,3.53125,2,fly,6.1,0,270.0,1.8106362197994088,[7700|0|0],fly
4300,1.6505650281906128,1.1722201108932495,1.7805529832839966,0.2452309876680374,-0.3932339251041412,-12.80908489227295,3.521484375,2,fly,6.1,0,270.0,1.8129588774537804,[7700|0|0],fly
