,time.ms,stateEstimate.x,stateEstimate.y,stateEstimate.z,stabilizer.roll,stabilizer.pitch,stabilizer.yaw,pm.vbat,drone_id,node_name,wind_speed,global_wind_direction,relative_wind_direction,travel_dist,waiting_time
0,0,0.773686945438385,-0.7828108668327332,0.0106815481558442,-0.4256700277328491,0.5504892468452454,2.5920486450195312,4.1015625,2,G1,0,None,450,0.0,[6200|0|0|0]
1,100,0.7740050554275513,-0.7831322550773621,0.0109628587961196,-0.3033238053321838,0.3994573652744293,2.557924747467041,4.1015625,2,G1,0,None,450,0.0005325598983449,[6300|0|0|0]
2,200,0.7740157842636108,-0.7829670310020447,0.0106969028711318,-0.2085060328245163,0.2832838296890259,2.500837564468384,4.1015625,2,G1,0,None,450,0.0008458435669645,[6400|0|0|0]
3,300,0.7743130922317505,-0.7833130359649658,0.0107056871056556,-0.1172293052077293,0.1775143891572952,2.464155673980713,4.1015625,2,G1,0,None,450,0.0013021204840462,[6500|0|0|0]
4,400,0.7743930220603943,-0.7833135724067688,0.0106197129935026,-0.0504858270287513,0.1012406945228576,2.465632438659668,4.1015625,2,G1,0,None,450,0.0014195113407487,[6600|0|0|0]
5,500,0.7743334770202637,-0.7833425998687744,0.0107230534777045,0.0130363227799534,0.0324476175010204,2.429515838623047,4.1015625,2,G1,0,None,450,0.0015422609274271,[6700|0|0|0]
6,600,0.7746362686157227,-0.7835108041763306,0.0107047371566295,0.0664758160710334,-0.0257331524044275,2.414396286010742,4.1015625,2,G1,0,None,450,0.0018891195830475,[6800|0|0|0]
7,700,0.7746984958648682,-0.7833306789398193,0.0105397831648588,0.0985627472400665,-0.061206828802824,2.35007643699646,4.1015625,2,G1,0,None,450,0.0021411655129204,[6900|0|0|0]
8,800,0.7748978137969971,-0.7834377288818359,0.01049196254462,0.1370868235826492,-0.0987999513745307,2.3358418941497803,4.1015625,2,G1,0,None,450,0.0023724102747507,[7000|0|0|0]
9,900,0.7748130559921265,-0.7836942672729492,0.0107007669284939,0.16879403591156,-0.1182601600885391,2.368802547454834,4.1015625,2,G1,0,None,450,0.0027138705247454,[7100|0|0|0]
10,1000,0.7749843001365662,-0.7837276458740234,0.0106645226478576,0.1861161291599273,-0.1453496366739273,2.292062997817993,4.1015625,2,G1,0,None,450,0.0028920623761118,[7200|0|0|0]
11,1100,0.7748125791549683,-0.7834876179695129,0.0106601873412728,0.1955594271421432,-0.1558925956487655,2.2792391777038574,4.1015625,2,G1,0,None,450,0.003187223832518,[7300|0|0|0]
12,1200,0.7748919129371643,-0.7837233543395996,0.0103690074756741,0.2137012034654617,-0.1694184988737106,2.3384251594543457,4.1015625,2,G1,0,None,450,0.0035701744811782,[7400|0|0|0]
13,1300,0.774549663066864,-0.7834594249725342,0.0103523274883627,0.2112186700105667,-0.1635960787534713,2.2694387435913086,4.1015625,2,G1,0,None,450,0.0040026925807958,[7500|0|0|0]
14,1400,0.7746601104736328,-0.7835036516189575,0.0102425515651702,0.2115022540092468,-0.1770409941673278,2.276702642440796,4.1015625,2,G1,0,None,450,0.0041645733369979,[7600|0|0|0]
15,1500,0.7750411629676819,-0.7838481664657593,0.0104776825755834,0.2268529534339904,-0.1883163750171661,2.269110918045044,4.1015625,2,G1,0,None,450,0.0047295318088751,[7700|0|0|0]
16,1601,0.7747783064842224,-0.7836928963661194,0.010457819327712,0.2231972813606262,-0.1913200914859771,2.334160327911377,4.1015625,2,G1,0,None,450,0.0050354678861116,[7800|0|0|0]
17,1700,0.7746031284332275,-0.7835709452629089,0.0102818999439477,0.2194174230098724,-0.1989075094461441,2.27093243598938,4.1015625,2,G1,0,None,450,0.0053120669654821,[7900|0|0|0]
18,1800,0.7749314904212952,-0.7838776111602783,0.0109454654157161,0.2246307730674743,-0.210379958152771,2.2799856662750244,4.1015625,2,G1,0,None,450,0.0061134312416639,[8000|0|0|0]
19,1900,0.7747012972831726,-0.7835016846656799,0.0105655258521437,0.2151817977428436,-0.2047129571437835,2.273401975631714,4.1015625,2,G1,0,None,450,0.0066953794198957,[8100|0|0|0]
20,2001,0.7749192714691162,-0.783694326877594,0.0107425954192876,0.2221753895282745,-0.2109191864728927,2.273547410964966,4.1015625,2,G1,0,None,450,0.0070359339664186,[8200|0|0|0]
21,2101,0.7750816941261292,-0.78352290391922,0.0106554012745618,0.2191037535667419,-0.2184639126062393,2.277242422103882,4.1015625,2,G1,0,None,450,0.0072876674942676,[8300|0|0|0]
